viewpoint,yaw,pitch,distance,max_conf_carla,num_detections,iou
325,325,-15,8,0.22195203602313995,47,0.929421067237854
326,326,-15,8,0.2130138874053955,45,0.9215661287307739
327,327,-15,8,0.23257263004779816,47,0.9337053894996643
328,328,-15,8,0.1831648349761963,40,0.9337330460548401
329,329,-15,8,0.13223959505558014,36,0.924810528755188
330,330,-15,8,0.13431528210639954,35,0.9262456297874451
331,331,-15,8,0.15340183675289154,39,0.9159788489341736
332,332,-15,8,0.2056843638420105,43,0.9187206029891968
333,333,-15,8,0.2931080460548401,45,0.9284834861755371
334,334,-15,8,0.29095882177352905,50,0.9350998401641846
335,335,-15,8,0.28662383556365967,48,0.9281424283981323
336,336,-15,8,0.31459933519363403,52,0.9328178763389587
337,337,-15,8,0.3556443154811859,51,0.9282652139663696
338,338,-15,8,0.43970826268196106,59,0.941136360168457
339,339,-15,8,0.42045697569847107,53,0.9454414248466492
340,340,-15,8,0.3434702157974243,45,0.9553784728050232
341,341,-15,8,0.410361647605896,53,0.9595514535903931
342,342,-15,8,0.33854466676712036,52,0.9625164866447449
343,343,-15,8,0.3908279240131378,52,0.9716103672981262
344,344,-15,8,0.4261341392993927,51,0.965886116027832
345,345,-15,8,0.38220661878585815,52,0.9309307932853699
346,346,-15,8,0.36092454195022583,45,0.9469965100288391
347,347,-15,8,0.4096795618534088,36,0.9488558173179626
348,348,-15,8,0.6086101531982422,46,0.9567586183547974
349,349,-15,8,0.6989507079124451,64,0.9491143226623535
350,350,-15,8,0.6989938020706177,53,0.9318146109580994
351,351,-15,8,0.7646735310554504,68,0.9363610148429871
352,352,-15,8,0.736120879650116,63,0.9291089773178101
353,353,-15,8,0.683750569820404,54,0.9342290759086609
354,354,-15,8,0.7229917645454407,52,0.944827675819397
355,355,-15,8,0.7696179747581482,58,0.9594926834106445
356,356,-15,8,0.7835291624069214,63,0.948848307132721
357,357,-15,8,0.7585935592651367,60,0.9347013235092163
358,358,-15,8,0.77178555727005,72,0.9289342164993286
359,359,-15,8,0.7712612152099609,64,0.9193525910377502
